snapped_at,price,market_cap,total_volume
2024-11-29 00:00:00 UTC,4.11063631665274,0.0,111143551.18420127
2024-11-30 00:00:00 UTC,4.126936490465892,0.0,85553857.88565886
2024-12-01 00:00:00 UTC,4.128361627485374,0.0,73602780.71353087
2024-12-02 00:00:00 UTC,4.134855431574529,0.0,108960389.10154755
2024-12-03 00:00:00 UTC,4.126560265353745,0.0,193605900.3621847
2024-12-04 00:00:00 UTC,4.138502048792182,0.0,214602752.5700793
2024-12-05 00:00:00 UTC,4.160866086989243,0.0,186522919.53038332
2024-12-06 00:00:00 UTC,4.168466901477604,0.0,318828617.21246827
2024-12-07 00:00:00 UTC,4.200109667132009,0.0,190229126.51109672
2024-12-08 00:00:00 UTC,4.19244751701716,0.0,134772960.5911287
2024-12-09 00:00:00 UTC,4.206936826032322,0.0,90207890.14582314
